GENESIS-Tabelle: 23211-0004
Gestorbene: Deutschland, Jahre, Todesursachen, Geschlecht,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Todesursachenstatistik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gestorbene (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht
1980;Melanom und sonstige bösartige Neubild. der Haut;-;2;2;6;11;23;48;62;76;95;97;60;126;116;101;83;68;-;-;3;3;7;12;10;29;43;63;64;81;69;140;136;156;122;137;-
1980;Bösartiges Melanom der Haut;-;-;2;6;9;22;44;59;72;82;81;51;101;91;62;52;35;-;-;3;2;7;10;10;29;40;60;61;72;60;117;104;122;76;54;-
1980;BN der Brustdrüse;-;-;-;-;-;-;4;2;9;6;10;9;21;27;31;14;4;-;-;-;1;5;32;108;327;641;838;1252;1768;1299;2074;2098;1943;1377;1017;-
1980;BN der Genital- und Harnorgane;3;18;33;80;102;74;85;148;248;500;710;875;2160;3506;3911;2613;1389;-;1;16;14;25;52;107;229;465;717;1174;1799;1604;2992;3454;3102;2031;1137;-
1980;BN der Cervix uteri;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;8;30;66;117;159;224;286;369;310;539;515;354;234;106;-
1980;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;8;19;57;89;172;324;309;629;730;677;448;240;-
1980;BN des Ovars;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;9;11;10;16;59;169;273;473;663;564;913;982;810;420;205;-
1980;BN der Prostata;-;-;-;-;1;2;-;5;20;81;179;289;1003;1969;2446;1801;1022;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1980;BN der Niere, ausgenommen Nierenbecken;2;13;1;-;3;7;23;79;142;231;268;228;428;482;354;158;54;-;1;9;2;-;3;5;13;36;51;86;162;143;317;372;320;180;76;-
1980;BN der Harnblase;1;1;-;-;-;-;4;22;44;129;210;307;621;934;1001;604;280;-;-;-;-;1;-;2;4;5;23;28;72;92;200;335;369;315;213;-
1980;BN d. lymphat., blutbild. u. verwandten Gewebes;6;186;126;110;117;105;144;218;245;293;375;381;732;927;817;439;175;-;7;111;79;69;56;78;100;137;155;228;400;384;722;1033;887;634;299;-
1980;Leukämie;5;151;82;62;61;58;71;106;111;135;173;196;377;514;501;282;125;-;5;100;56;31;31;48;54;86;74;131;222;193;364;536;503;390;193;-
1980;Gutartige Neubildungen;1;3;7;6;5;4;8;22;22;30;33;15;37;53;58;45;24;-;2;9;4;4;4;9;20;32;25;30;37;30;52;68;67;53;35;-
1980;Krankheiten des Blutes u. der blutbildenden Organe;8;19;7;10;16;8;9;26;29;36;40;43;117;157;185;118;83;-;4;23;5;10;6;8;8;16;26;33;59;52;119;216;285;269;200;-
1980;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;59;54;22;24;24;46;71;172;239;285;371;434;1089;1446;1617;919;459;-;45;56;19;30;26;27;55;87;127;224;495;653;1688;2995;3609;2668;1741;-
1980;Diabetes mellitus;-;-;6;15;18;32;59;124;168;211;298;376;944;1314;1489;838;390;-;1;3;8;15;18;15;34;50;89;143;358;542;1477;2675;3259;2412;1514;-
1980;Psychische und Verhaltensstörungen;1;13;26;112;151;152;298;516;487;487;329;224;349;322;240;162;93;-;-;13;25;45;40;55;82;107;157;161;231;122;250;283;348;322;281;-
1980;Psychische und Verhaltensstörungen durch Alkohol;-;-;1;19;60;116;259;463;435;431;279;192;258;200;111;41;13;-;-;-;-;5;11;38;57;88;108;118;151;66;92;62;43;20;3;-
1980;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;-;-;14;77;79;26;30;29;28;27;16;9;11;9;9;2;1;-;-;-;8;24;13;5;7;6;21;11;16;13;16;6;7;2;-;-
1980;Krankheiten d. Nervensystems u. d. Sinnesorgane;149;254;168;111;98;86;140;234;210;254;324;250;482;644;654;323;133;-;121;164;55;51;69;51;75;142;159;229;359;287;601;737;753;533;340;-
1980;Meningitis;62;28;5;3;10;3;13;18;9;20;25;12;27;16;16;2;3;-;55;18;1;3;5;2;3;6;4;15;18;14;24;30;15;14;3;-
1980;Krankheiten des Kreislaufsystems;34;64;105;169;245;448;1047;2703;4335;7470;10581;11026;27001;42383;49480;36139;28228;-;25;72;83;95;150;242;423;889;1383;2500;4969;6823;20381;40852;61199;68130;70806;1
1980;Hypertonie (Hochdruckkrankheit);-;1;5;5;6;22;46;133;227;372;519;552;1412;2293;2473;1614;1031;-;-;4;5;2;8;11;29;77;144;251;499;663;1958;3885;5194;5098;4049;-
1980;Ischämische Herzkrankheiten;-;-;9;27;65;138;485;1445;2467;4475;6308;6224;13699;18253;17630;10593;6514;-;-;-;2;7;12;24;70;207;382;759;1803;2533;7423;13035;16653;15516;13761;-
1980;Akuter oder rezidivierender Myokardinfarkt;-;-;8;20;56;117;398;1190;1987;3607;4928;4765;9965;12180;10390;5090;2225;-;-;-;1;3;9;18;54;164;300;550;1290;1768;4847;7809;8604;6413;4045;-
1980;Sonstige Formen der Herzkrankheit;25;32;50;63;77;138;209;468;611;920;1171;1300;3488;6383;8651;7732;7624;-;18;41;32;34;31;56;85;148;209;400;712;1038;3096;6730;11724;15055;19750;1
1980;Sonstige Krankheiten des Endokards;1;2;8;9;10;16;26;58;86;142;165;125;207;187;146;68;32;-;3;3;2;6;9;8;15;28;45;107;188;155;307;402;393;253;151;-
1980;Zerebrovaskuläre Krankheiten;6;20;18;38;53;76;165;351;513;890;1389;1657;4757;9263;12385;9351;7147;-;3;19;21;24;55;98;123;261;353;543;985;1465;4677;10651;17308;19834;19057;-
1980;Schlaganfall, nicht als Blutung oder Infarkt bez.;-;-;-;2;5;4;16;48;116;303;625;894;2912;5761;7396;5075;3490;-;-;-;-;1;4;8;11;45;81;159;388;767;2665;6428;10150;10875;9554;-
1980;Krankheiten der Arterien, Arteriolen und Kapillare;-;1;5;9;10;16;36;72;169;300;515;674;2328;4497;6733;5936;5460;-;-;2;2;7;5;10;17;25;36;111;232;422;1741;4504;8210;11062;13145;-
1980;Krankheiten des Atmungssystems;279;141;79;71;61;58;154;294;446;798;1208;1435;3968;6621;8000;5644;3997;1;191;123;56;79;69;71;96;176;243;294;571;683;1592;2802;4403;4825;5577;-
1980;Grippe;10;6;4;3;3;-;7;10;10;11;12;10;20;36;58;58;59;-;10;2;3;3;4;5;1;2;2;7;13;11;19;37;84;109;138;-
1980;Pneumonie;107;56;33;24;19;21;61;108;122;152;176;203;660;1173;1721;1644;1537;1;88;50;19;24;22;23;36;48;54;62;132;170;456;1005;1917;2411;2978;-
1980;Chronische Krankheiten der unteren Atemwege;3;35;27;33;32;25;56;129;250;504;848;1056;2876;4692;5424;3473;2084;-;1;28;29;40;35;30;49;95;154;183;359;437;960;1464;1963;1825;1873;-
1980;Asthma;-;27;24;26;24;20;36;71;98;163;218;236;545;753;757;443;171;-;-;19;24;35;32;25;39;67;107;115;187;182;326;425;453;349;290;-
1980;Krankheiten des Verdauungssystems;90;53;32;56;206;370;770;1472;1792;2176;2264;1773;3260;3909;3567;2150;1239;-;75;38;22;47;83;167;313;525;575;987;1319;1202;2316;3452;4178;3763;2911;-
1980;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;-;-;2;7;17;21;44;108;133;181;200;175;373;557;651;382;210;-;-;1;-;2;4;10;11;29;26;58;83;76;210;370;518;450;344;-
1980;Krankheiten der Leber;6;10;9;12;120;248;552;1103;1353;1577;1570;1176;1871;1825;1234;563;203;-;6;10;6;12;35;106;223;360;388;644;780;574;888;1052;1009;659;363;-
1980;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;3;5;7;10;109;235;522;1047;1296;1516;1468;1107;1774;1714;1137;509;181;-;2;4;3;9;30;98;201;343;367;608;725;533;812;968;897;575;297;-
1980;Krankheiten der Haut und der Unterhaut;6;1;-;3;3;2;6;8;14;15;12;11;24;40;40;35;21;-;7;-;2;3;6;5;9;8;8;13;18;17;36;82;105;119;110;-
1980;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;3;7;4;7;7;7;12;30;22;46;56;63;123;191;206;141;102;-;4;5;7;5;16;9;13;19;25;49;124;99;288;430;527;542;562;-
1980;Chronische Polyarthritis und Arthrose;-;-;3;1;1;3;3;9;5;14;21;25;67;77;95;56;27;-;-;1;1;1;3;2;2;5;15;22;81;59;172;268;304;266;200;-
1980;Krankheiten des Urogenitalsystems;11;20;13;16;21;36;42;122;128;194;254;280;724;1336;1800;1553;1313;-;2;12;10;21;22;30;56;71;124;190;335;346;816;1227;1393;1277;998;-
1980;Krankheiten der Niere;8;20;12;15;21;36;41;120;126;182;230;242;554;904;1065;775;566;-;2;12;9;18;16;26;46;57;109;170;319;330;783;1152;1302;1172;887;-
1980;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;40;45;38;17;15;1;-;-;-;-;-;-;-;-;-
1980;Best.Zustände mit Ursprung in der Perinatalperiode;3128;6;4;1;-;-;1;-;-;-;-;-;3;1;1;1;-;-;2120;9;2;1;2;1;1;-;1;2;1;1;-;1;1;1;-;-
1980;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;1408;322;61;41;45;17;24;16;36;18;23;11;19;9;14;3;3;-;1151;261;44;24;27;20;21;39;28;28;27;12;27;17;10;5;4;-
1980;Angeborene Fehlbildungen des Nervensystems;222;90;15;9;10;4;3;2;1;1;1;1;-;-;1;-;-;-;236;71;8;2;3;3;-;3;2;1;-;2;2;1;-;-;-;-
1980;Angeborene Fehlbildungen des Kreislaufsystems;651;153;27;26;17;7;14;10;21;7;11;4;8;3;1;-;1;-;488;122;24;13;15;9;7;20;11;12;9;4;9;8;2;-;2;-
1980;Symptome und abnorme klinische und Laborbefunde;477;95;81;145;152;146;233;389;420;489;457;323;614;841;994;947;1518;1;378;66;34;46;62;63;91;140;123;246;271;215;476;853;1152;1944;4172;1
1980;Plötzlicher Kindstod;382;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;280;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1980;Sonst. ungenau bezeichnete u. unbek. Todesursachen;84;89;79;143;151;142;226;378;401;472;436;309;540;707;689;372;205;1;91;59;31;43;56;57;90;134;113;234;242;186;409;646;696;594;510;1
1980;Äußere Ursachen von Morbidität und Mortalität;344;1490;3054;3406;2305;1817;2210;2711;2441;2242;1683;1077;1883;2180;2177;1464;1239;3;288;798;899;712;627;481;726;879;821;923;1157;902;1614;2074;2628;2914;3484;3
1980;Unfälle einschließlich Spätfolgen;311;1306;2493;2394;1296;975;1089;1345;1196;1059;829;554;968;1186;1348;991;958;-;256;720;690;400;277;199;293;298;267;304;438;346;753;1219;1930;2467;3251;-
1980;Transportmittelunfälle;14;731;2117;1938;938;636;633;688;606;511;421;261;455;490;504;253;119;-;10;445;600;329;207;138;185;174;150;161;228;155;328;391;464;312;127;-
1980;Stürze;9;69;56;90;69;86;114;213;228;226;184;159;314;484;610;592;741;-;5;46;14;10;14;20;31;35;35;51;91;95;255;574;1180;1876;2879;-
1980;Ertrinken und Untergehen;3;248;73;69;53;35;53;61;39;43;28;18;32;17;28;14;2;-;4;85;9;7;8;5;10;9;12;12;7;16;31;26;31;22;4;-
1980;Exposition gegenüber Rauch, Feuer und Flammen;1;53;14;23;16;22;28;30;31;29;20;14;23;32;33;20;17;-;8;32;8;3;3;5;12;12;10;14;25;19;17;55;47;57;33;-
1980;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);3;22;20;42;46;29;48;58;54;25;35;12;27;25;44;47;30;-;1;21;19;14;14;13;17;27;16;23;28;25;41;63;90;89;76;-
1980;Vorsätzliche Selbstbeschädigung;-;109;458;856;875;709;951;1203;1102;1055;783;463;842;921;769;437;256;-;-;22;157;239;290;219;356;501;488;558;642;512;764;755;603;377;178;1
1980;Tätlicher Angriff;25;36;21;42;46;43;47;52;39;33;14;15;16;8;10;6;3;-;21;38;29;33;34;36;34;27;22;10;28;5;11;11;20;17;7;-
1980;Ereignis, dessen nähere Umstände unbestimmt sind;8;39;82;113;86;90;120;110;103;91;55;40;50;63;48;30;21;3;11;18;23;40;26;27;43;53;44;51;49;39;86;89;75;52;48;2
1981;Insgesamt;5915;2762;3924;4405;3776;3849;5519;11001;14232;20465;24629;26851;49863;78232;88756;64046;44984;4;4262;1970;1564;1403;1558;1910;2797;5346;6957;10629;17051;20221;41078;73527;100563;103988;106334;2
1981;Bestimmte infektiöse und parasitäre Krankheiten;186;107;19;25;26;42;53;108;127;213;215;213;347;541;532;293;162;-;114;92;34;26;20;28;32;43;47;87;101;140;224;322;431;409;366;-
1981;Tuberkulose einschließlich ihrer Folgezustände;1;1;-;5;7;17;26;55;69;137;138;140;223;328;324;152;73;-;-;4;2;2;7;5;6;10;14;34;46;53;72;121;138;134;83;-
1981;Meningokokkeninfektion;21;25;7;1;1;2;1;1;5;3;1;1;-;1;1;-;-;-;14;29;5;3;1;-;2;1;-;1;3;-;4;3;4;2;-;-
1981;Virushepatitis;1;5;1;1;5;2;4;6;5;6;7;5;11;16;6;3;-;-;-;1;6;3;2;1;1;1;4;4;4;10;6;15;10;7;3;-
1981;HIV-Krankheit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1981;Neubildungen;26;329;273;358;384;517;893;2132;3458;5671;7363;8062;14221;19911;19523;11680;5349;-;15;288;188;176;295;541;1011;2150;3006;4870;7408;7894;13125;17923;18659;14623;9933;-
1981;Bösartige Neubildungen (BN);18;279;247;337;363;479;829;2026;3310;5481;7133;7807;13788;19258;18914;11213;5058;-;10;233;166;161;272;500;964;2063;2897;4717;7159;7608;12633;17216;17844;13841;9286;-
1981;BN der Lippe, der Mundhöhle und des Pharynx;-;3;1;4;5;9;42;166;239;284;229;179;216;219;194;120;62;-;-;2;3;1;1;6;6;14;32;27;53;44;79;82;109;88;59;-
1981;BN des Ösophagus;-;-;-;-;2;6;27;64;147;206;186;189;260;347;294;173;85;-;-;-;-;-;1;2;1;5;14;27;37;37;78;116;148;139;104;-
1981;BN des Magens;-;-;3;6;21;28;67;185;337;514;740;860;1649;2311;2473;1537;774;-;-;1;-;4;13;24;74;143;200;291;463;575;1168;1874;2304;2098;1474;-
1981;BN des Dickdarms;-;-;1;2;8;12;51;115;187;295;477;461;875;1372;1534;929;437;-;-;2;2;2;13;18;47;106;184;294;586;667;1245;1889;2102;1824;1236;-
1981;BN des Rektums, des Anus und am Rektosigmoid;-;-;-;2;6;16;26;65;145;236;295;345;698;1060;1087;674;329;-;-;-;-;1;2;9;24;55;92;191;311;350;692;1009;1112;905;525;-
1981;BN der Leber, der Gallenwege und des Pankreas;2;7;2;6;13;25;48;137;248;449;671;737;1135;1508;1404;820;313;-;-;4;3;5;4;8;28;85;164;359;668;800;1449;2239;2407;1791;1013;-
1981;BN der Leber und der intrahepatischen Gallengänge;2;7;2;2;7;8;17;29;66;105;190;216;297;343;328;169;57;-;-;2;3;1;3;7;7;19;32;65;129;108;225;359;368;287;183;-
1981;BN des Pankreas;-;-;-;2;5;12;25;87;153;298;376;392;615;828;745;429;165;-;-;2;-;2;1;1;17;41;69;148;243;346;597;916;953;728;396;-
1981;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;-;2;1;6;9;41;132;513;925;1930;2483;2744;4622;6188;5094;2398;720;-;-;1;-;-;1;14;43;73;137;289;397;490;803;996;924;576;323;-
1981;BN der Bronchien und der Lunge;-;2;1;5;9;37;118;469;847;1787;2349;2614;4436;5933;4856;2268;666;-;-;1;-;-;1;12;41;72;129;282;384;481;786;968;899;558;311;-
1981;Melanom und sonstige bösartige Neubild. der Haut;-;4;4;10;16;24;41;60;65;88;81;77;124;125;125;98;84;-;-;1;5;8;15;17;23;56;52;70;80;80;128;134;145;136;156;-
1981;Bösartiges Melanom der Haut;-;3;2;9;16;23;41;57;58;80;72;67;107;95;84;44;40;-;-;1;5;8;14;16;23;55;44;64;76;71;113;108;105;85;83;-
1981;BN der Brustdrüse;-;-;-;-;-;2;2;2;5;8;4;8;16;26;21;8;6;-;-;-;1;-;37;124;295;654;846;1261;1668;1450;1976;2238;2120;1520;1121;-
1981;BN der Genital- und Harnorgane;3;11;27;101;86;83;91;159;250;472;702;954;2133;3491;4133;2850;1438;-;3;11;20;22;61;131;197;484;707;1155;1730;1796;2835;3465;3055;2142;1289;-
1981;BN der Cervix uteri;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;34;73;88;161;199;274;364;355;498;491;391;228;118;-
1981;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;18;22;63;82;168;303;357;599;773;633;430;275;-
1981;BN des Ovars;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;8;8;14;20;65;175;284;450;666;625;854;947;786;464;219;-
1981;BN der Prostata;-;1;1;2;-;-;1;3;25;63;186;368;1018;1996;2586;1932;1037;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1981;BN der Niere, ausgenommen Nierenbecken;2;8;2;4;6;8;25;86;143;223;254;272;414;454;421;179;78;-;2;7;2;2;1;8;7;36;56;111;154;169;299;405;278;205;87;-
1981;BN der Harnblase;-;1;-;1;-;2;2;17;43;136;209;269;614;904;1012;672;279;-;-;-;-;-;-;-;2;6;12;30;72;95;228;308;398;354;241;-
1981;BN d. lymphat., blutbild. u. verwandten Gewebes;3;142;114;115;106;127;137;215;259;326;419;397;716;893;907;487;203;-;3;112;76;66;67;76;98;146;154;249;332;437;750;1006;989;629;334;-
1981;Leukämie;3;107;71;54;52;52;75;107;115;154;183;189;357;477;561;313;140;-;3;91;55;38;38;38;54;78;89;138;151;217;372;499;545;369;215;-
1981;Gutartige Neubildungen;2;7;3;7;2;7;12;21;14;21;24;25;49;58;58;40;27;-;2;10;3;4;6;12;12;22;30;30;33;32;59;70;86;53;26;-
1981;Krankheiten des Blutes u. der blutbildenden Organe;10;27;8;8;14;8;8;31;31;34;41;32;115;165;189;120;83;-;3;23;12;9;12;11;10;21;19;28;62;52;134;215;260;272;200;-
1981;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;46;65;18;18;35;54;62;140;226;291;350;429;905;1429;1505;886;457;-;33;61;21;19;32;35;53;89;130;229;451;667;1523;2814;3488;2688;1683;-
1981;Diabetes mellitus;2;4;3;7;21;42;39;113;150;220;277;362;779;1278;1387;798;374;-;1;5;5;11;22;22;27;52;88;163;335;554;1323;2538;3152;2425;1456;-
1981;Psychische und Verhaltensstörungen;-;10;39;82;145;137;252;475;461;437;345;259;295;283;243;145;95;-;-;11;17;34;49;44;64;122;155;155;196;145;209;281;269;258;262;-
1981;Psychische und Verhaltensstörungen durch Alkohol;-;-;2;16;79;99;228;421;419;370;284;213;220;172;102;30;14;-;-;-;-;4;15;25;52;92;121;104;125;86;83;59;36;17;7;-
1981;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;-;-;19;54;57;33;12;25;24;33;17;9;12;8;7;7;-;-;-;-;8;18;23;9;5;7;10;16;12;5;9;9;8;3;-;-
1981;Krankheiten d. Nervensystems u. d. Sinnesorgane;139;239;162;101;96;92;106;180;224;277;306;283;485;649;734;388;180;-;98;209;74;49;64;69;84;151;166;219;296;299;563;809;885;637;386;-
1981;Meningitis;61;34;5;4;5;2;6;18;13;20;9;16;23;19;13;11;5;-;41;26;3;5;4;2;-;4;6;4;9;7;18;27;33;17;3;-
1981;Krankheiten des Kreislaufsystems;48;66;130;142;270;484;1008;2660;4365;7659;10290;12100;24364;40881;49330;38048;29023;-;33;66;69;112;143;240;415;853;1414;2413;4917;7387;18747;40455;62369;69813;74914;1
1981;Hypertonie (Hochdruckkrankheit);-;4;4;3;11;18;46;157;246;397;536;593;1223;2122;2581;1696;1009;-;-;3;5;4;3;10;34;77;125;241;467;735;1757;3731;5140;5068;4233;-
1981;Ischämische Herzkrankheiten;-;-;10;17;57;162;498;1421;2461;4670;6148;6880;12513;17985;17978;11316;6782;-;-;-;3;5;12;27;74;196;388;790;1777;2802;6884;13010;17323;16107;14610;-
1981;Akuter oder rezidivierender Myokardinfarkt;-;-;5;13;44;134;419;1157;1994;3719;4804;5182;9052;11807;10403;5355;2392;-;-;-;1;4;7;21;60;159;296;601;1267;1895;4516;7700;8986;6591;4276;-
